Market,Commodity,Classification,Grade,Sex,Wholesale,Retail,Supply Volume,County,Date
Lubao Livestock Market,Chicken,Improved Kienyeji,-,Male,1000.00/Head,-,300.0,Kakamega,2026-04-30
Lubao Livestock Market,Cattle,Mixed,Grade 2,Female,25000.00/Head,-,50.0,Kakamega,2026-04-30
Lubao Livestock Market,Cattle,Mixed,Grade 2,Male,30000.00/Head,-,50.0,Kakamega,2026-04-30
Lubao Livestock Market,Cattle,Mixed,Grade 2,Female,-,-,40000.0,Kakamega,2026-04-30
Lubao Livestock Market,Cattle,Mixed,Grade 2,Male,50000.00/Head,-,100.0,Kakamega,2026-04-30
Lubao Livestock Market,Cattle,Mixed,Grade 2,Female,75000.00/Head,-,150.0,Kakamega,2026-04-30
Lubao Livestock Market,Cattle,Mixed,Grade 2,Male,80000.00/Head,-,150.0,Kakamega,2026-04-30
Kutus,Pork,-,-,-,500.00/Kg,650.00/Kg,,Kirinyaga,2026-04-30
Kutus,Meat Beef,-,-,-,650.00/Kg,700.00/Kg,,Kirinyaga,2026-04-30
Kutus,White Irish Potatoes,-,-,-,60.00/Kg,65.00/Kg,5500.0,Kirinyaga,2026-04-30
Kutus,Cassava Fresh,-,-,-,35.00/Kg,50.00/Kg,,Kirinyaga,2026-04-30
Kutus,Cassava Chips (dry),-,-,-,125.00/Kg,150.00/Kg,,Kirinyaga,2026-04-30
Kutus,Arrow Root,-,-,-,70.00/Kg,100.00/Kg,350.0,Kirinyaga,2026-04-30
Kutus,Avocado,Local,-,-,30.00/Kg,50.00/Kg,2500.0,Kirinyaga,2026-04-30
Kutus,Banana (Ripening),-,-,-,15.00/Kg,20.00/Kg,8400.0,Kirinyaga,2026-04-30
Kutus,Oranges,-,-,-,40.00/Kg,60.00/Kg,1200.0,Kirinyaga,2026-04-30
Kutus,Passion Fruits,-,-,-,160.00/Kg,200.00/Kg,250.0,Kirinyaga,2026-04-30
Kutus,Tree tomato,-,-,-,80.00/Kg,130.00/Kg,300.0,Kirinyaga,2026-04-30
Kutus,Water Melon,-,-,-,25.00/Kg,30.00/Kg,2000.0,Kirinyaga,2026-04-30
Kutus,Pumpkin Leaves,-,-,-,30.00/Kg,40.00/Kg,,Kirinyaga,2026-04-30
Kutus,Cowpea leaves (Kunde),-,-,-,15.00/Kg,20.00/Kg,100.0,Kirinyaga,2026-04-30
Kutus,Black nightshade (Managu/ Osuga),-,-,-,30.00/Kg,40.00/Kg,200.0,Kirinyaga,2026-04-30
Kutus,Amaranthus (Terere),-,-,-,15.00/Kg,25.00/Kg,300.0,Kirinyaga,2026-04-30
Kutus,Banana (Cooking),-,-,-,15.00/Kg,20.00/Kg,,Kirinyaga,2026-04-30
Kutus,Banana (Plantain),-,-,-,60.00/Kg,90.00/Kg,2500.0,Kirinyaga,2026-04-30
Kutus,Butternuts,-,-,-,40.00/Kg,50.00/Kg,1500.0,Kirinyaga,2026-04-30
Kutus,Cabbages,-,-,-,20.00/Kg,25.00/Kg,7500.0,Kirinyaga,2026-04-30
Kutus,Capsicums,-,-,-,60.00/Kg,80.00/Kg,350.0,Kirinyaga,2026-04-30
Diani Market,Dry Onions,-,-,-,120.00/Kg,140.00/Kg,5000.0,Kwale,2026-04-30
Diani Market,Kales/Sukuma Wiki,-,-,-,50.00/Kg,70.00/Kg,600.0,Kwale,2026-04-30
Diani Market,Spinach,-,-,-,60.00/Kg,80.00/Kg,550.0,Kwale,2026-04-30
Diani Market,Tomatoes,-,-,-,80.00/Kg,100.00/Kg,6000.0,Kwale,2026-04-30
Kutus,Carrots,-,-,-,40.00/Kg,50.00/Kg,3600.0,Kirinyaga,2026-04-30
Kutus,Chillies,-,-,-,120.00/Kg,150.00/Kg,,Kirinyaga,2026-04-30
Kutus,Coriander (Dhania),-,-,-,70.00/Kg,120.00/Kg,120.0,Kirinyaga,2026-04-30
Kutus,Courgette,-,-,-,100.00/Kg,120.00/Kg,300.0,Kirinyaga,2026-04-30
Kutus,Cucumber,-,-,-,80.00/Kg,100.00/Kg,400.0,Kirinyaga,2026-04-30
Kutus,Dry Onions,-,-,-,120.00/Kg,150.00/Kg,5500.0,Kirinyaga,2026-04-30
Kutus,Egg plant (Brinjals),-,-,-,30.00/Kg,50.00/Kg,480.0,Kirinyaga,2026-04-30
Kutus,French beans,-,-,-,60.00/Kg,80.00/Kg,150.0,Kirinyaga,2026-04-30
Kutus,Fresh Peas,On pods,-,-,130.00/Kg,150.00/Kg,1000.0,Kirinyaga,2026-04-30
Kutus,Ginger,-,-,-,150.00/Kg,220.00/Kg,,Kirinyaga,2026-04-30
Kutus,Garlic,-,-,-,300.00/Kg,400.00/Kg,,Kirinyaga,2026-04-30
Kutus,Garlic,-,-,-,150.00/Kg,220.00/Kg,200.0,Kirinyaga,2026-04-30
Kutus,Green Maize,-,-,-,40.00/Kg,50.00/Kg,1500.0,Kirinyaga,2026-04-30
Kutus,Kales/Sukuma Wiki,-,-,-,10.00/Kg,20.00/Kg,1200.0,Kirinyaga,2026-04-30
Kutus,Okra (Lady's fingers or Gumbo),-,-,-,-,150.00/Kg,20.0,Kirinyaga,2026-04-30
Kutus,Pumpkin,-,-,-,30.00/Kg,50.00/Kg,800.0,Kirinyaga,2026-04-30
Kutus,Spinach,-,-,-,30.00/Kg,50.00/Kg,550.0,Kirinyaga,2026-04-30
Kutus,Spring Onions,-,-,-,90.00/Kg,120.00/Kg,500.0,Kirinyaga,2026-04-30
Kutus,Tomatoes,-,-,-,71.43/Kg,85.71/Kg,3500.0,Kirinyaga,2026-04-30
Kipkaren,Water Melon,-,-,-,200.00/Kg,300.00/Kg,200.0,Kakamega,2026-04-30
Kipkaren,Mangoes,Local,-,-,35.00/Kg,60.00/Kg,100.0,Kakamega,2026-04-30
Kipkaren,Avocado,Local,-,-,30.00/Kg,50.00/Kg,500.0,Kakamega,2026-04-30
Kipkaren,Red Sorghum,-,-,-,130.00/Kg,150.00/Kg,500.0,Kakamega,2026-04-30
Kipkaren,Dry Maize,White Maize,-,-,50.00/Kg,70.00/Kg,10000.0,Kakamega,2026-04-30
Kipkaren,Pumpkin Leaves,-,-,-,100.00/Kg,150.00/Kg,100.0,Kakamega,2026-04-30
Kipkaren,Jute Plant (Murenda),-,-,-,75.00/Kg,100.00/Kg,108.0,Kakamega,2026-04-30
Kipkaren,Cowpea leaves (Kunde),-,-,-,75.00/Kg,100.00/Kg,100.0,Kakamega,2026-04-30
Kipkaren,Amaranthus (Terere),-,-,-,120.00/Kg,150.00/Kg,100.0,Kakamega,2026-04-30
Kipkaren,Green Grams,Local-Special,-,-,100.00/Kg,130.00/Kg,3000.0,Kakamega,2026-04-30
Kipkaren,Beans Rosecoco,-,-,-,80.00/Kg,100.00/Kg,10000.0,Kakamega,2026-04-30
Kipkaren,Beans (Canadian wonder),-,-,-,75.00/Kg,100.00/Kg,5000.0,Kakamega,2026-04-30
Kipkaren,Fertilizer,CAN,-,-,50.00/Kg,70.00/Kg,10000.0,Kakamega,2026-04-30
Makutano Embu,Beans (Mwitemania),-,-,-,90.00/Kg,125.00/Kg,,Embu,2026-04-29
Makutano Embu,Beans (Yellow-Green),-,-,-,120.00/Kg,175.00/Kg,,Embu,2026-04-29
Makutano Embu,Beans Red Haricot (Wairimu),-,-,-,100.00/Kg,140.00/Kg,,Embu,2026-04-29
Makutano Embu,Beans Rosecoco (Nyayo),-,-,-,110.00/Kg,150.00/Kg,,Embu,2026-04-29
Makutano Embu,Cowpeas,-,-,-,100.00/Kg,140.00/Kg,,Embu,2026-04-29
Makutano Embu,Dolichos lablab (Njahi),-,-,-,85.00/Kg,100.00/Kg,,Embu,2026-04-29
Makutano Embu,Green Grams,Hybrid/ polished,-,-,100.00/Kg,150.00/Kg,,Embu,2026-04-29
Makutano Embu,Lentils,-,-,-,190.00/Kg,225.00/Kg,,Embu,2026-04-29
Makutano Embu,Mixed Beans,-,-,-,90.00/Kg,115.00/Kg,,Embu,2026-04-29
Makutano Embu,Pigeon peas,-,-,-,70.00/Kg,90.00/Kg,,Embu,2026-04-29
Makutano Embu,Red Sorghum,-,-,-,90.00/Kg,120.00/Kg,,Embu,2026-04-29
Makutano Embu,Rice,Pishori,-,-,150.00/Kg,170.00/Kg,,Embu,2026-04-29
Makutano Embu,Fertilizer,CAN,-,-,90.00/Kg,94.00/Kg,,Embu,2026-04-29
Makutano Embu,Fertilizer,DAP,-,-,122.00/Kg,126.00/Kg,,Embu,2026-04-29
Makutano Embu,Fertilizer,MOP,-,-,76.00/Kg,80.00/Kg,,Embu,2026-04-29
Makutano Embu,Fertilizer,NPK,-,-,76.00/Kg,80.00/Kg,,Embu,2026-04-29
Makutano Embu,Fertilizer,Sulphate of Ammonia,-,-,68.00/Kg,72.00/Kg,,Embu,2026-04-29
Makutano Embu,Tomatoes,-,-,-,125.00/Kg,133.00/Kg,,Embu,2026-04-29
Makutano Embu,Spring Onions,-,-,-,60.00/Kg,80.00/Kg,,Embu,2026-04-29
Makutano Embu,Spinach,-,-,-,40.00/Kg,50.00/Kg,,Embu,2026-04-29
Makutano Embu,Kales/Sukuma Wiki,-,-,-,28.00/Kg,35.00/Kg,,Embu,2026-04-29
Makutano Embu,Green Maize,-,-,-,40.00/Kg,60.00/Kg,,Embu,2026-04-29
Makutano Embu,Ginger,-,-,-,130.00/Kg,160.00/Kg,,Embu,2026-04-29
Makutano Embu,Garlic,-,-,-,300.00/Kg,360.00/Kg,,Embu,2026-04-29
Makutano Embu,French beans,-,-,-,50.00/Kg,80.00/Kg,,Embu,2026-04-29
Makutano Embu,Egg plant (Brinjals),-,-,-,25.00/Kg,40.00/Kg,,Embu,2026-04-29
Makutano Embu,Dry Onions,-,-,-,80.00/Kg,100.00/Kg,,Embu,2026-04-29
Makutano Embu,Carrots,-,-,-,50.00/Kg,70.00/Kg,,Embu,2026-04-29
Makutano Embu,Capsicums,-,-,-,50.00/Kg,70.00/Kg,,Embu,2026-04-29
Makutano Embu,Amaranthus (Terere),-,-,-,30.00/Kg,40.00/Kg,,Embu,2026-04-29
Makutano Embu,Black nightshade (Managu/ Osuga),-,-,-,45.00/Kg,60.00/Kg,,Embu,2026-04-29
Makutano Embu,Cowpea leaves (Kunde),-,-,-,20.00/Kg,30.00/Kg,,Embu,2026-04-29
Makutano Embu,Jute Plant (Murenda),-,-,-,20.00/Kg,30.00/Kg,,Embu,2026-04-29
Makutano Embu,Pumpkin Leaves,-,-,-,40.00/Kg,50.00/Kg,,Embu,2026-04-29
Makutano Embu,Water Melon,-,-,-,20.00/Kg,30.00/Kg,,Embu,2026-04-29
Makutano Embu,Tree tomato,-,-,-,120.00/Kg,160.00/Kg,,Embu,2026-04-29
Makutano Embu,Thorn melon,-,-,-,30.00/Kg,50.00/Kg,,Embu,2026-04-29
Makutano Embu,Pawpaw,-,-,-,25.00/Kg,40.00/Kg,,Embu,2026-04-29
Makutano Embu,Pineapples,-,-,-,90.00/Kg,130.00/Kg,,Embu,2026-04-29
Makutano Embu,Oranges,-,-,-,25.00/Kg,40.00/Kg,,Embu,2026-04-29
Makutano Embu,Lemons,-,-,-,30.00/Kg,40.00/Kg,,Embu,2026-04-29
Makutano Embu,Avocado,Fuerte,-,-,25.00/Kg,40.00/Kg,,Embu,2026-04-29
Makutano Embu,Arrow Root,-,-,-,80.00/Kg,100.00/Kg,,Embu,2026-04-29
Makutano Embu,Cassava Fresh,-,-,-,40.00/Kg,70.00/Kg,,Embu,2026-04-29
Makutano Embu,Sweet potatoes,-,-,-,70.00/Kg,100.00/Kg,,Embu,2026-04-29
Makutano Embu,Chicken,Improved Kienyeji,-,Male,1200.00/Head,-,,Embu,2026-04-29
Makutano Embu,Chicken,Improved Kienyeji,-,Female,800.00/Head,-,,Embu,2026-04-29
Makutano Embu,Cow Milk(Processd),-,-,-,100.00/Lt,120.00/Lt,,Embu,2026-04-29
Vanga,Halfbeaks,Fresh,-,-,200.00/Kg,220.00/Kg,45.0,Kwale,2026-04-29
Vanga,Goatfishes,Fresh,-,-,220.00/Kg,230.00/Kg,35.0,Kwale,2026-04-29
Vanga,Barracuda(Kasumba),Fresh,-,-,200.00/Kg,220.00/Kg,250.0,Kwale,2026-04-29
Makutano Kirinyaga,Cow Milk(Processd),-,-,-,100.00/Lt,120.00/Lt,300.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Chicken,Improved Kienyeji,-,Female,800.00/Head,-,250.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Chicken,Improved Kienyeji,-,Male,1200.00/Head,-,400.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Sweet potatoes,-,-,-,70.00/Kg,100.00/Kg,900.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Cassava Fresh,-,-,-,40.00/Kg,70.00/Kg,300.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Arrow Root,-,-,-,80.00/Kg,100.00/Kg,1200.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Avocado,Fuerte,-,-,25.00/Kg,40.00/Kg,1200.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Lemons,-,-,-,30.00/Kg,40.00/Kg,850.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Oranges,-,-,-,25.00/Kg,40.00/Kg,1700.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Pineapples,-,-,-,90.00/Kg,130.00/Kg,240.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Pawpaw,-,-,-,25.00/Kg,40.00/Kg,680.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Pineapples,-,-,-,30.00/Kg,50.00/Kg,70.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Pineapples,-,-,-,50.00/Kg,80.00/Kg,60.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Thorn melon,-,-,-,30.00/Kg,50.00/Kg,650.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Tree tomato,-,-,-,120.00/Kg,160.00/Kg,380.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Water Melon,-,-,-,20.00/Kg,30.00/Kg,950.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Pumpkin Leaves,-,-,-,40.00/Kg,50.00/Kg,1200.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Jute Plant (Murenda),-,-,-,20.00/Kg,30.00/Kg,1600.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Cowpea leaves (Kunde),-,-,-,20.00/Kg,30.00/Kg,2650.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Black nightshade (Managu/ Osuga),-,-,-,45.00/Kg,60.00/Kg,2800.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Amaranthus (Terere),-,-,-,30.00/Kg,40.00/Kg,1600.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Capsicums,-,-,-,50.00/Kg,70.00/Kg,,Kirinyaga,2026-04-29
Makutano Kirinyaga,Carrots,-,-,-,50.00/Kg,60.00/Kg,2100.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Dry Onions,-,-,-,80.00/Kg,100.00/Kg,2200.0,Kirinyaga,2026-04-29
Mukuyu Market,Cowpea leaves (Kunde),-,-,-,30.00/Kg,50.00/Kg,,Muranga,2026-04-29
Makutano Kirinyaga,Dry Onions,-,-,-,90.00/Kg,130.00/Kg,3800.0,Kirinyaga,2026-04-29
Mukuyu Market,Pumpkin Leaves,-,-,-,50.00/Kg,70.00/Kg,,Muranga,2026-04-29
Makutano Kirinyaga,Egg plant (Brinjals),-,-,-,25.00/Kg,40.00/Kg,1300.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,French beans,-,-,-,50.00/Kg,80.00/Kg,360.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Fresh Peas,On pods,-,-,120.00/Kg,150.00/Kg,2300.0,Kirinyaga,2026-04-29
Mukuyu Market,Arrow Root,-,-,-,-,150.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Sweet potatoes,-,-,-,50.00/Kg,100.00/Kg,,Muranga,2026-04-29
Mukuyu Market,White Irish Potatoes,-,-,-,-,70.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Cow Milk(At collection point),-,-,-,40.00/Lt,42.00/Lt,,Muranga,2026-04-29
Makutano Kirinyaga,Garlic,-,-,-,300.00/Kg,360.00/Kg,350.0,Kirinyaga,2026-04-29
Mukuyu Market,Eggs,Exotic/Grade,-,-,380.00/Tray(30),450.00/Tray(30),,Muranga,2026-04-29
Mukuyu Market,Honey,Crude,-,-,700.00/Kg,800.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Meat Beef,-,-,-,580.00/Kg,600.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Pork,-,-,-,600.00/Kg,700.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Broccoli,-,-,-,170.00/Kg,200.00/Kg,,Muranga,2026-04-29
Makutano Kirinyaga,Ginger,-,-,-,130.00/Kg,160.00/Kg,480.0,Kirinyaga,2026-04-29
Mukuyu Market,Cabbages,-,-,-,25.00/Kg,50.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Capsicums,-,-,-,70.00/Kg,100.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Carrots,-,-,-,45.00/Kg,70.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Chillies,-,-,-,50.00/Kg,100.00/Kg,,Muranga,2026-04-29
Makutano Kirinyaga,Green Maize,-,-,-,40.00/Kg,60.00/Kg,1600.0,Kirinyaga,2026-04-29
Mukuyu Market,Coriander (Dhania),-,-,-,50.00/Kg,100.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Courgette,-,-,-,-,120.00/Kg,,Muranga,2026-04-29
Makutano Kirinyaga,Kales/Sukuma Wiki,-,-,-,28.00/Kg,35.00/Kg,2400.0,Kirinyaga,2026-04-29
Mukuyu Market,Cucumber,-,-,-,-,150.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Dry Onions,-,-,-,-,120.00/Kg,,Muranga,2026-04-29
Mukuyu Market,French beans,-,-,-,-,100.00/Kg,,Muranga,2026-04-29
Makutano Kirinyaga,Spinach,-,-,-,40.00/Kg,50.00/Kg,1800.0,Kirinyaga,2026-04-29
Mukuyu Market,Fresh Peas,On pods,-,-,-,180.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Garlic,-,-,-,-,350.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Ginger,-,-,-,150.00/Kg,250.00/Kg,,Muranga,2026-04-29
Makutano Kirinyaga,Spring Onions,-,-,-,60.00/Kg,80.00/Kg,2800.0,Kirinyaga,2026-04-29
Mukuyu Market,Green Maize,-,-,-,50.00/Kg,75.00/Kg,,Muranga,2026-04-29
Makutano Kirinyaga,Tomatoes,-,-,-,125.00/Kg,133.33/Kg,2000.0,Kirinyaga,2026-04-29
Mukuyu Market,Kales/Sukuma Wiki,-,-,-,15.00/Kg,20.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Spinach,-,-,-,20.00/Kg,30.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Spring Onions,-,-,-,80.00/Kg,100.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Tomatoes,-,-,-,80.00/Kg,100.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Banana (Plantain),-,-,-,70.00/Kg,120.00/Kg,,Muranga,2026-04-29
Mukuyu Market,Banana (Cooking),-,-,-,50.00/Kg,70.00/Kg,,Muranga,2026-04-29
Makutano Kirinyaga,Fertilizer,Sulphate of Ammonia,-,-,68.00/Kg,72.00/Kg,1800.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Fertilizer,NPK,-,-,76.00/Kg,80.00/Kg,2000.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Fertilizer,NPK,-,-,76.00/Kg,80.00/Kg,3800.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Fertilizer,MOP,-,-,76.00/Kg,80.00/Kg,1100.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Fertilizer,DAP,-,-,122.00/Kg,126.00/Kg,450.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Fertilizer,DAP,-,-,124.00/Kg,128.00/Kg,800.0,Kirinyaga,2026-04-29
Makutano Kirinyaga,Fertilizer,CAN,-,-,90.00/Kg,94.00/Kg,1200.0,Kirinyaga,2026-04-29
Mulot,Omena,Dried,-,-,350.00/Kg,450.00/Kg,400.0,Bomet,2026-04-29
Mulot,Banana (Ripening),-,-,-,90.00/Kg,120.00/Kg,800.0,Bomet,2026-04-29
Mulot,Water Melon,-,-,-,60.00/Kg,90.00/Kg,350.0,Bomet,2026-04-29
Mulot,Pineapples,-,-,-,120.00/Kg,150.00/Kg,540.0,Bomet,2026-04-29
Mulot,Oranges,-,-,-,60.00/Kg,90.00/Kg,3800.0,Bomet,2026-04-29
Mulot,Kales/Sukuma Wiki,-,-,-,40.00/Kg,100.00/Kg,300.0,Bomet,2026-04-29
Mulot,Spring Onions,-,-,-,30.00/Kg,50.00/Kg,1200.0,Bomet,2026-04-29
Mulot,Tomatoes,-,-,-,132.35/Kg,200.00/Kg,520.0,Bomet,2026-04-29
Mulot,Cabbages,-,-,-,10.00/Kg,15.00/Kg,3300.0,Bomet,2026-04-29
Mulot,Black nightshade (Managu/ Osuga),-,-,-,150.00/Kg,200.00/Kg,800.0,Bomet,2026-04-29
Mulot,White Irish Potatoes,-,-,-,40.00/Kg,80.00/Kg,2700.0,Bomet,2026-04-29
Mulot,Red Irish potato,-,-,-,50.00/Kg,90.00/Kg,1300.0,Bomet,2026-04-29
Mulot,Beans Rosecoco,-,-,-,116.67/Kg,175.00/Kg,540.0,Bomet,2026-04-29
Kawangware,Lentils,-,-,-,220.00/Kg,250.00/Kg,,Nairobi,2026-04-29
Kawangware,Pigeon peas,-,-,-,100.00/Kg,115.00/Kg,,Nairobi,2026-04-29
Kawangware,Green Grams,Makueni,-,-,155.00/Kg,170.00/Kg,,Nairobi,2026-04-29
Kawangware,Beans Red Haricot (Wairimu),-,-,-,100.00/Kg,110.00/Kg,,Nairobi,2026-04-29
Kawangware,Dolichos lablab (Njahi),-,-,-,75.00/Kg,85.00/Kg,,Nairobi,2026-04-29
Kawangware,Cowpeas,-,-,-,90.00/Kg,120.00/Kg,,Nairobi,2026-04-29
Kawangware,Beans Rosecoco (Nyayo),-,-,-,110.00/Kg,125.00/Kg,,Nairobi,2026-04-29
Kawangware,Beans Rosecoco,-,-,-,115.00/Kg,125.00/Kg,,Nairobi,2026-04-29
Kawangware,Beans (Yellow-Green),-,-,-,110.00/Kg,125.00/Kg,,Nairobi,2026-04-29
Kawangware,Beans (Mwitemania),-,-,-,90.00/Kg,100.00/Kg,,Nairobi,2026-04-29
Kawangware,Rice,Pishori,-,-,160.00/Kg,180.00/Kg,,Nairobi,2026-04-29
Kawangware,Pearl Rush Millet,-,-,-,122.22/Kg,120.00/Kg,,Nairobi,2026-04-29
Kawangware,Finger Millet,-,-,-,54.00/Kg,90.00/Kg,,Nairobi,2026-04-29
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2026-04-29
Taveta Retail Market,Sweet potatoes,-,-,-,75.00/Kg,90.00/Kg,250.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Cassava Fresh,-,-,-,80.00/Kg,100.00/Kg,300.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Arrow Root,-,-,-,75.00/Kg,100.00/Kg,150.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Water Melon,-,-,-,30.00/Kg,50.00/Kg,560.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Pawpaw,-,-,-,80.00/Kg,100.00/Kg,70.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Oranges,-,-,-,50.00/Kg,70.00/Kg,500.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Banana (Ripening),-,-,-,20.00/Kg,100.00/Kg,200.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Avocado,Fuerte,-,-,80.00/Kg,100.00/Kg,300.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Dry Maize,Mixed-Traditional,-,-,50.00/Kg,55.00/Kg,1000.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Dry Maize,White Maize,-,-,46.00/Kg,50.00/Kg,5000.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Black nightshade (Managu/ Osuga),-,-,-,25.00/Kg,35.00/Kg,50.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Amaranthus (Terere),-,-,-,25.00/Kg,35.00/Kg,70.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Tomatoes,-,-,-,80.00/Kg,100.00/Kg,1000.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Green Maize,-,-,-,20.00/Kg,30.00/Kg,600.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Ginger,-,-,-,100.00/Kg,150.00/Kg,30.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Garlic,-,-,-,500.00/Kg,600.00/Kg,70.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Dry Onions,-,-,-,100.00/Kg,120.00/Kg,400.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Carrots,-,-,-,70.00/Kg,100.00/Kg,300.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Capsicums,-,-,-,70.00/Kg,100.00/Kg,120.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Cabbages,-,-,-,15.00/Kg,23.00/Kg,500.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Banana (Cooking),-,-,-,15.00/Kg,30.00/Kg,1500.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Pigeon peas,-,-,-,95.00/Kg,100.00/Kg,230.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Ground Nuts,Large Brown,-,-,240.00/Kg,300.00/Kg,100.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Green Grams,Makueni,-,-,130.00/Kg,150.00/Kg,250.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Dolichos lablab (Njahi),-,-,-,75.00/Kg,100.00/Kg,200.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Cowpeas,-,-,-,90.00/Kg,100.00/Kg,300.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Beans Rosecoco (Nyayo),-,-,-,95.00/Kg,100.00/Kg,150.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Beans (Yellow-Green),-,-,-,130.00/Kg,140.00/Kg,500.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Beans (Mwitemania),-,-,-,115.00/Kg,120.00/Kg,2000.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Beans (Canadian wonder),-,-,-,105.00/Kg,120.00/Kg,2500.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Coconut,-,-,-,70.00/Kg,100.00/Kg,1200.0,Taita-Taveta,2026-04-29
Taveta Retail Market,Coconut,-,-,-,70.00/Kg,100.00/Kg,1200.0,Taita-Taveta,2026-04-29
Kangeta,White Irish Potatoes,-,-,-,98.00/Kg,100.00/Kg,7000.0,Meru,2026-04-29
Kangeta,Red Sorghum,-,-,-,70.00/Kg,80.00/Kg,500.0,Meru,2026-04-29
Kangeta,Pearl Rush Millet,-,-,-,90.00/Kg,100.00/Kg,450.0,Meru,2026-04-29
Embu Town,Ginger,-,-,-,200.00/Kg,300.00/Kg,1000.0,Embu,2026-04-29
Kangeta,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,1350.0,Meru,2026-04-29
Kangeta,Pigeon peas,-,-,-,100.00/Kg,110.00/Kg,500.0,Meru,2026-04-29
Embu Town,Fresh Peas,On pods,-,-,120.00/Kg,150.00/Kg,1500.0,Embu,2026-04-29
